613.40092611585749,1218
613.50143366689758,1241
613.60193865415727,1226
613.70244107626,1246
613.80294093182954,1264
613.90343821948977,1219
614.00393293786453,1245
614.10442508557776,1236
614.20491466125338,1230
614.30540166351591,1266
614.405886090989,1252
614.50636794229752,1240
614.60684721606538,1238
614.70732391091724,1264
614.8077980254775,1245
614.908269558371,1244
615.00873850822222,1277
615.109204873656,1254
615.20966865329729,1252
615.3101298457708,1298
615.41058844970166,1277
615.51104446371517,1271
615.61149788643627,1280
615.71194871649027,1290
615.81239695250247,1275
615.91284259309839,1268
616.01328563690356,1274
616.11372608254351,1278
616.21416392864387,1290
616.31459917383052,1299
616.4150318167292,1302
616.5154618559659,1290
616.61588929016659,1291
616.71631411795738,1304
616.81673633796447,1311
616.917155948814,1305
617.01757294913239,1304
617.11798733754608,1302
617.21839911268148,1298
617.31880827316536,1304
617.41921481762427,1312
617.51961874468486,1324
617.62002005297416,1332
617.72041874111892,1331
617.82081480774639,1297
617.92120825148356,1344
618.02159907095745,1334
618.12198726479539,1321
618.22237283162485,1318
618.32275577007306,1333
618.4231360787677,1333
618.52351375633646,1306
618.62388880140668,1353
618.72426121260639,1329
618.8246309885634,1326
618.92499812790561,1332
619.025362629261,1330
619.12572449125787,1339
619.22608371252409,1337
619.32644029168841,1342
619.42679422737865,1336
619.52714551822351,1364
619.62749416285169,1357
619.72784015989146,1360
619.828183507972,1342
619.92852420572149,1360
620.02886225176928,1361
620.12919764474418,1375
620.22953038327535,1373
620.32986046599171,1359
620.43018789152268,1368
620.5305126584974,1384
620.63083476554539,1372
620.73115421129614,1357
620.83147099437906,1362
620.931785113424,1419
621.03209656706065,1407
621.13240535391878,1382
621.23271147262835,1406
621.33301492181943,1367
621.433315700122,1376
621.53361380616616,1373
621.63390923858242,1386
621.73420199600082,1401
621.83449207705223,1410
621.93477948036684,1407
622.03506420457541,1396
622.13534624830857,1391
622.23562561019719,1415
622.335902288872,1432
622.4361762829642,1421
622.53644759110466,1435
622.63671621192464,1471
622.73698214405533,1447
622.837245386128,1448
622.93750593677419,1438
623.03776379462522,1435
623.13801895831284,1472
623.23827142646871,1455
623.33852119772462,1469
623.43876827071233,1488
623.53901264406375,1471
623.639254316411,1489
623.73949328638628,1488
623.83972955262163,1476
623.93996311374963,1509
624.04019396840238,1504
624.14042211521246,1495
624.24064755281245,1500
624.34087027983514,1527
624.44109029491312,1537
624.5413075966793,1490
624.6415221837666,1526
624.74173405480792,1555
624.84194320843665,1542
624.9421496432858,1514
625.04235335798876,1540
625.14255435117877,1502
625.24275262148956,1552
625.34294816755448,1559
625.44314098800726,1556
625.54333108148171,1558
625.64351844661144,1569
625.74370308203083,1561
625.8438849863735,1567
625.9440641582737,1561
626.04424059636563,1520
626.14441429928365,1590
626.24458526566207,1575
626.34475349413538,1556
626.4449189833382,1571
626.54508173190516,1578
626.6452417384711,1597
626.74539900167088,1571
626.84555352013911,1573
626.94570529251132,1593
627.04585431742248,1604
627.14600059350755,1605
627.24614411940217,1594
627.34628489374165,1601
627.44642291516129,1622
627.546558182297,1607
627.64669069378431,1603
627.746820448259,1609
627.84694744435694,1623
627.947071680714,1636
628.04719315596651,1612
628.14731186875031,1599
628.24742781770192,1639
628.34754100145756,1628
628.44765141865366,1645
628.54775906792668,1632
628.64786394791338,1644
628.74796605725044,1650
628.84806539457441,1694
628.94816195852263,1684
629.0482557477319,1639
629.14834676083922,1650
629.24843499648182,1677
629.34852045329717,1648
629.4486031299225,1688
629.54868302499528,1699
629.648760137153,1673
629.7488344650335,1673
629.84890600727431,1707
629.94897476251356,1718
630.04904072938893,1712
630.1491039065387,1698
630.24916429260088,1713
630.34922188621363,1729
630.44927668601542,1722
630.54932869064476,1728
630.64937789873989,1740
630.74942430893952,1720
630.8494679198825,1713
630.94950873020764,1726
631.04954673855366,1744
631.14958194355961,1755
631.24961434386466,1754
631.3496439381081,1742
631.449670724929,1734
631.54969470296692,1753
631.64971587086131,1755
631.74973422725157,1769
631.84974977077763,1779
631.94976250007915,1732
632.04977241379606,1773
632.14977951056835,1770
632.249783789036,1746
632.34978524783912,1756
632.449783885618,1746
632.54977970101322,1800
632.649772692665,1760
632.74976285921389,1801
632.84975019930073,1784
632.94973471156607,1809
633.049716394651,1793
633.14969524719606,1785
633.24967126784281,1789
633.34964445523212,1775
633.44961480800521,1813
633.54958232480328,1800
633.64954700426813,1808
633.74950884504108,1780
633.84946784576391,1825
633.94942400507807,1829
634.04937732162557,1817
634.14932779404842,1829
634.24927542098862,1837
634.3492202010882,1837
634.4491621329895,1831
634.54910121533476,1836
634.64903744676656,1850
634.74897082592713,1860
634.8489013514594,1879
634.948829022006,1844
635.04875383620981,1841
635.14867579271356,1883
635.24859489016058,1920
635.34851112719377,1885
635.44842450245642,1879
635.548335014592,1877
635.64824266224366,1903
635.74814744405512,1920
635.84804935867,1898
635.947948404732,1906
636.04784458088488,1923
636.1477378857727,1955
636.24762831803957,1896
636.34751587632934,1944
636.44740055928662,1929
636.54728236555536,1917
636.64716129378019,1925
636.74703734260584,1968
636.84691051067648,1960
636.94678079663731,1964
637.046648199133,1965
637.14651271680839,1977
637.24637434830879,1970
637.34623309227914,2018
637.44608894736473,1984
637.54594191221088,1997
637.64579198546323,1981
637.7456391657671,2004
637.84548345176836,2047
637.94532484211277,2036
638.045163335446,2025
638.1449989304142,2010
638.24483162566332,2023
638.34466141983967,2034
638.44448831158934,2035
638.54431229955912,2051
638.6441333823949,2023
638.74395155874367,2042
638.84376682725213,2061
638.94357918656692,2062
639.04338863533508,2072
639.14319517220338,2055
639.24299879581918,2057
639.3427995048296,2098
639.44259729788189,2083
639.54239217362363,2113
639.64218413070216,2069
639.74197316776531,2085
639.84175928346053,2142
639.94154247643587,2117
640.04132274533924,2096
640.14110008881869,2093
640.24087450552236,2113
640.3406459940984,2131
640.44041455319541,2157
640.54018018146155,2115
640.63994287754554,2162
640.7397026400962,2141
640.83945946776214,2113
640.93921335919219,2152
641.03896431303554,2164
641.13871232794111,2196
641.23845740255808,2187
641.33819953553586,2193
641.437938725524,2201
641.53767497117167,2189
641.63740827112883,2202
641.73713862404509,2226
641.83686602857006,2227
641.93659048335394,2227
642.03631198704682,2213
642.13603053829877,2269
642.23574613576,2253
642.33545877808092,2287
642.435168463912,2253
642.534875191904,2278
642.63457896070713,2289
642.73427976897278,2322
642.83397761535139,2316
642.93367249849416,2339
643.03336441705233,2330
643.13305336967687,2361
643.23273935501925,2373
643.3324223717309,2364
643.43210241846339,2356
643.53177949386838,2376
643.63145359659745,2411
643.73112472530272,2453
643.83079287863609,2433
643.93045805524946,2457
644.03012025379542,2459
644.12977947292586,2489
644.22943571129338,2485
644.32908896755066,2538
644.42873924035007,2537
644.52838652834441,2553
644.6280308301865,2540
644.72767214452949,2563
644.82731047002619,2636
644.92694580532975,2611
645.02657814909378,2670
645.12620749997143,2596
645.22583385661619,2639
645.32545721768167,2676
645.42507758182171,2618
645.52469494769,2652
645.62430931394067,2606
645.72392067922749,2602
645.82352904220477,2600
645.92313440152691,2647
646.022736755848,2607
646.1223361038227,2592
646.22193244410562,2636
